actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc,alternative_names
1292,OTH_1292,High Council for Communication,Other,,,HCC,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,High Council for Communication is an Other actor.,Haut Conseil de la Communication
1293,NGO_1293,Workers' Unions,Civil Society,Unions,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Workers' Unions is a representative of unions in Central African Republic.,Syndicats des Travailleurs
1294,NGO_1294,National Confederation of Farmers and Breeders,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,National Confederation of Farmers and Breeders is a non-governmental organisation/civil society representative based in Central African Republic.,Conféderation Nationale des Agriculteurs et éleveurs
1295,NGO_1295,Inter-NGO Council in the Central African Republic,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,Inter-NGO Council in the Central African Republic is a non-governmental organisation/civil society representative based in Central African Republic.,Conseil Inter-ONG en Centrafrique
1296,NGO_1296,Internally Displaced Persons,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Internally Displaced Persons is a non-governmental organisation to represent civil society.,Déplacés Internes
1297,NGO_1297,Communities at Risk,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Communities at Risk is a non-governmental organisation to represent civil society.,Communautés à Risques
1298,NGO_1298,Collective of the Central African Diaspora,Civil Society,Non-governmental Organization,Other,CDC,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Collective of the Central African Diaspora is a non-governmental organisation to represent civil society.,Collectif de la Diaspora Centrafricaine
1299,UMB_1299,Permanent Strategic Framework,Umbrella,,,CSP,MLI,Mali,432.0,Africa,,,,,,,,,,,Permanent Strategic Framework is an Umbrella actor.,
1300,OTH_1300,National Security Service,Other,,,NSS,SSD,South Sudan,626.0,Africa,,,,,,,,,,,National Security Service is an Other actor.,
1301,OTH_1301,Karbi Anglong Autonomous Council,Government/state,,,KAAC,IND,India,750.0,Asia,,,,,,,,,,,Karbi Anglong Autonomous Council is an Government/state actor.,
1303,NGO_1303,Youth Representative,Civil Society,Non-governmental Organization,Youth,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,,,,,,"Youth Representative is a civil society representative for youth in Congo, Democratic Republic of the.",
1304,OTH_1304,Sudan Liberation Movement - Transitional Council,Other,,,SLM-TC,SDN,Sudan,625.0,Africa,,,,,,,,,,,Sudan Liberation Movement - Transitional Council is an Other actor.,
1305,UMB_1305,Umbrella of Political Parties,Umbrella,,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,Umbrella of Political Parties is an Umbrella actor.,
1306,UMB_1306,Armed Groups in the DORR process,Umbrella,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Armed Groups in the DORR process is an Umbrella actor.,
1307,ENT_1307,Darfur,Entity,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Darfur is an entity (Sudan).,
1308,OTH_1308,Leading personalities of the Darfur Movements,Other,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Leading personalities of the Darfur Movements is an Other actor.,
1309,OTH_1309,Darfur Stakeholders,Other,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Darfur Stakeholders is an Other actor.,
1311,NGO_1311,Youth Groups,Civil Society,Non-governmental Organization,Youth,,DZA,Algeria,615.0,Africa,,,,,,,,,,,Youth Groups is a civil society representative for youth in Algeria.,
1312,NGO_1312,Unions,Civil Society,Unions,,,DZA,Algeria,615.0,Africa,,,,,,,,,,,Unions is a representative of unions in Algeria.,
1315,OTH_1315,Darfur Stakeholders,Other,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Darfur Stakeholders is an Other actor.,
1316,OTH_1316,Peace Facilitators,Other,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,,,,,,Peace Facilitators is an Other actor.,
1317,ARM_1317,National Revolutionary Front,Armed Organization,,,BRN,THA,Thailand,800.0,Asia,,,,,,,,,,,National Revolutionary Front None is an Armed Organization based in Thailand.,Barisan Revolusi Nasional
1319,OTH_1319,Stakeholders,Other,,,,MMR,Myanmar (Burma),775.0,Asia,,,,,,,,,,,Stakeholders is an Other actor.,
1320,NGO_1320,Civil Society,Civil Society,Non-governmental Organization,Other,,SOM,Somalia,520.0,Africa,,,,1.0,,,,,,,Civil Society is a non-governmental organisation/civil society representative based in Somalia.,
1322,NGO_1322,Traditional Authority,Civil Society,Communities and tribes,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,Traditional Authority is a representative of communities/tribes in South Sudan.,
1323,NGO_1323,Faith-based Council,Civil Society,Religious,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,Faith-based Council is a religious representative.,
1324,ENT_1324,South-West State of Somalia,Entity,,,,SOM,Somalia,520.0,Africa,,,,,,,,,,,South-West State of Somalia is an entity (Somalia).,
1325,POL_1325,La Mouvance,Political Party,,,,GIN,Guinea,438.0,Africa,,,,,,,,,,,La Mouvance None is a Political Party based in Guinea.,
1326,OTH_1326,National Stakeholders,Other,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,National Stakeholders is an Other actor.,
1327,OTH_1327,Police and National Security,Other,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Police and National Security is an Other actor.,
1328,ENT_1328,Unity State,Entity,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Unity State is an entity (Sudan).,
1329,ENT_1329,Northern Bahr El-Gazal State,Entity,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Northern Bahr El-Gazal State is an entity (Sudan).,
1330,OTH_1330,Joint Defense Council,Other,,,,SDN,Sudan,625.0,Africa,,,,,,,,,,,Joint Defense Council is an Other actor.,
1331,ARM_1331,Séléka Coalition,Armed Organization,,,,CAF,Central African Republic,482.0,Africa,,,,,,554.0,,https://ucdp.uu.se/actor/554,Seleka Militia,,Séléka Coalition None is an Armed Organization based in Central African Republic.,Seleka Coalition
1332,ARM_1332,Séléka Rénovée,Armed Organization,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,Former Seleka Militia,,Séléka Rénovée None is an Armed Organization based in Central African Republic.,Seleka Renovee
1333,POL_1333,Democratic Opposition,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Democratic Opposition None is a Political Party based in Central African Republic.,
1334,ARM_1334,Patriotic Convention for Saving the Country,Armed Organization,,,CPSK,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Patriotic Convention for Saving the Country None is an Armed Organization based in Central African Republic.,Convention Patriotique pour le Salut du Kodro
1335,UMB_1335,Politico-Military Movements,Umbrella,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Politico-Military Movements is an Umbrella actor.,
1336,ARM_1336,Union of Republician Forces - F,Armed Organization,,,UFR-F,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Union of Republician Forces - F None is an Armed Organization based in Central African Republic.,
1337,ARM_1337,RJ-Belanga,Armed Organization,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,RJ-Belanga None is an Armed Organization based in Central African Republic.,
1338,ARM_1338,RJ-Sayo,Armed Organization,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,RJ-Sayo None is an Armed Organization based in Central African Republic.,
1339,OTH_1339,College of Chiefs,Other,,,,LSO,Lesotho,570.0,Africa,,,,,,,,,,,College of Chiefs is an Other actor.,
1340,NGO_1340,Kamantan,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Kamantan is a representative of communities/tribes in Nigeria.,
1341,NGO_1341,Ikulu,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Ikulu is a representative of communities/tribes in Nigeria.,
1342,NGO_1342,Hausa,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Hausa is a representative of communities/tribes in Nigeria.,
1343,NGO_1343,Fulani,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Fulani is a representative of communities/tribes in Nigeria.,
1344,NGO_1344,Bajju,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Bajju is a representative of communities/tribes in Nigeria.,
1345,NGO_1345,Atyap,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Atyap is a representative of communities/tribes in Nigeria.,
1346,NGO_1346,Numana,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Numana is a representative of communities/tribes in Nigeria.,
1347,NGO_1347,Ninzo,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Ninzo is a representative of communities/tribes in Nigeria.,
1348,NGO_1348,Ninzo,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Ninzo is a representative of communities/tribes in Nigeria.,
1349,NGO_1349,Mada,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Mada is a representative of communities/tribes in Nigeria.,
1350,NGO_1350,Gwandara,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Gwandara is a representative of communities/tribes in Nigeria.,
1351,NGO_1351,Ayu,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Ayu is a representative of communities/tribes in Nigeria.,
1352,NGO_1352,Atakar,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Atakar is a representative of communities/tribes in Nigeria.,
1353,NGO_1353,Kagoro,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Kagoro is a representative of communities/tribes in Nigeria.,
1354,NGO_1354,Moro'a,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Moro'a is a representative of communities/tribes in Nigeria.,
1355,NGO_1355,Kuturmi,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Kuturmi is a representative of communities/tribes in Nigeria.,
1356,NGO_1356,Jaba,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Jaba is a representative of communities/tribes in Nigeria.,
1357,NGO_1357,Adara,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Adara is a representative of communities/tribes in Nigeria.,
1358,NGO_1358,Kaninkon,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Kaninkon is a representative of communities/tribes in Nigeria.,
1359,NGO_1359,Fantsuwan,Civil Society,Communities and tribes,,,NGA,Nigeria,475.0,Africa,,,,,,,,,,,Fantsuwan is a representative of communities/tribes in Nigeria.,
1360,POL_1360,Communist Party of the Philippines,Political Party,,,,PHL,Philippines,840.0,Asia,,,,,,,,,,,Communist Party of the Philippines None is a Political Party based in Philippines.,
1361,POL_1361,Political parties,Political Party,,,, ,Northern Ireland,,Europe,,,,,,,,,,,Political parties None is a Political Party based in Northern Ireland.,
1362,NGO_1362,New Sudan Council of Churches,Civil Society,Religious,,NSCC,,,,,,,,1.0,,,,,,,New Sudan Council of Churches is a religious representative.,
1363,POL_1363,Sudanese National Alliance,Political Party,,,SNA,SDN,Sudan,625.0,Africa,,,,,,,,,,,Sudanese National Alliance None is a Political Party based in Sudan.,
1364,OTH_1364,Afghan Support Group,Other,,,ASG,AFG,Afghanistan,700.0,Asia,,,,,,,,,,,Afghan Support Group is an Other actor.,
1365,IGO_1365,International Syria Support Group,Intergovernmental Organization,,,ISSG,,,,,,1.0,,,,,,,,,International Syria Support Group None is an international intergovernmental organization.,
1366,OTH_1366,Joint Enforcement Monitoring Committee,Other,,,JEMC,PHL,Philippines,840.0,Asia,,,,1.0,,,,,,,Joint Enforcement Monitoring Committee is an Other actor.,
1367,POL_1367,Kapatiran Party,Political Party,,,AKP,PHL,Philippines,840.0,Asia,,,,,,,,,,,Kapatiran Party None is a Political Party based in Philippines.,Ang Kapatiran Party | The Brotherhood Party | Alliance for the Common Good
1368,POL_1368,Abang Lingkod,Political Party,,,,PHL,Philippines,840.0,Asia,,,,,,,,,,,Abang Lingkod None is a Political Party based in Philippines.,
1369,OTH_1369,"Office of the Presidential Adviser on Peace, Reconciliation and Unity",Other,,,OPAPRU,PHL,Philippines,840.0,Asia,,,,,,,,,,,"Office of the Presidential Adviser on Peace, Reconciliation and Unity is an Other actor.",Tanggapan ng Pampanguluhang Tagapayo sa Prosesong Pangkapayapaan
1370,OTH_1370,5+5 Joint Military Committee,Other,,,JMC,LBY,Libya,620.0,Africa,,,,,,,,,,,5+5 Joint Military Committee is an Other actor.,
1371,UMB_1371,South Sudan United National Alliance,Umbrella,,,SSUNA,SSD,South Sudan,626.0,Africa,,,,,,,,,,,South Sudan United National Alliance is an Umbrella actor.,
1372,ARM_1372,South Sudan People's Movement / Army,Armed Organization,,,SSPM/A,SSD,South Sudan,626.0,Africa,,,,,,,,,,,South Sudan People's Movement / Army None is an Armed Organization based in South Sudan.,
1373,NGO_1373,People's Coalition for Civil Action,Civil Society,Non-governmental Organization,Other,,SSD,South Sudan,626.0,Africa,,,,1.0,,,,,,,People's Coalition for Civil Action is a non-governmental organisation/civil society representative based in South Sudan.,
1374,UMB_1374,Coordination Body of the Democratic Civil Forces (Taqaddum),Umbrella,,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,Coordination Body of the Democratic Civil Forces (Taqaddum) is an Umbrella actor.,Taqaddum
1375,IGO_1375,Caribbean Community,Intergovernmental Organization,Regional,,CARICOM,,,,Americas,,,1.0,,,,,,,,Caribbean Community None is an regional intergovernmental organization based in Americas.,CC
1376,ENT_1376,Manipur,Entity,,,,IND,India,750.0,Asia,,,,,,,,,,,Manipur is an entity (India).,
1377,OTH_1377,Indian Police Service,Other,,,IPS,IND,India,750.0,Asia,,,,,,,,,,,Indian Police Service is an Other actor.,
1378,UMB_1378,Kuki National Organisation,Umbrella,,,KNO,IND,India,750.0,Asia,,,,,,387.0,Kuki,https://ucdp.uu.se/actor/387,KNO: Kuki National Organisation,,Kuki National Organisation is an Umbrella actor.,
1379,ARM_1379,South Sudan Liberation Movement/Army,Armed Organization,,,SSLM/A,SSD,South Sudan,626.0,Africa,,,,,,1124.0,SSLM/A,https://ucdp.uu.se/actor/1124,SSLM/A: South Sudan Liberation Movement/Army,,South Sudan Liberation Movement/Army None is an Armed Organization based in South Sudan.,
1380,IGO_1380,Association of Southeast Asian Nations,Intergovernmental Organization,Regional,,ASEAN,,,,Asia,,,1.0,,,,,,,,Association of Southeast Asian Nations None is an regional intergovernmental organization based in Asia.,
1381,CON_1381,Laos,Country/State,,,,LAO,Laos,812.0,Asia,,,,,,,,,,,Laos is a Country/state in Asia.,
1382,ARM_1382,Self-Defence Group Touareg Imghad and Allies,Armed Organization,,,SGTIA,MLI,Mali,432.0,Africa,,,,,,,,,,,Self-Defence Group Touareg Imghad and Allies None is an Armed Organization based in Mali.,
1383,NGO_1383,Afghanistan Independent Human Rights Commission,Civil Society,Non-governmental Organization,Other,AIHRC,AFG,Afghanistan,700.0,Asia,,,,1.0,,,,,,,Afghanistan Independent Human Rights Commission is a non-governmental organisation/civil society representative based in Afghanistan.,
1384,OTH_1384,Loya Jirga,Other,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,,,Loya Jirga is an Other actor.,
1385,NGO_1385,Colombian Bishops Conference,Civil Society,Religious,,CEC,COL,Colombia,100.0,Americas,,,,,,,,,,,Colombian Bishops Conference is a religious representative.,Conferencia Episcopal de Colombia
1386,COA_1386,"Group of Supporting, Accompanying, and Cooperating Countries",State Coalition,,,GPAAC,,,,,,,,,,,,,,,"Group of Supporting, Accompanying, and Cooperating Countries is an State Coalition actor.",
1387,OTH_1387,National Police,Other,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,National Police is an Other actor.,
1388,NGO_1388,World Council of Churches,Civil Society,Religious,,,,,,,,,,,,,,,,,World Council of Churches is a religious representative.,Representative World Council of Churches
1389,ARM_1389,SPLM/A - United,Armed Organization,,,,SSD,South Sudan,626.0,Africa,,,,,,686.0,SSDF,https://ucdp.uu.se/actor/686,,,SPLM/A - United None is an Armed Organization based in South Sudan.,SPLA-Nasir
1390,ARM_1390,Military and Security Units (West),Armed Organization,,,,LBY,Libya,620.0,Africa,,,,,,,,,,,Military and Security Units (West) None is an Armed Organization based in Libya.,
1391,ARM_1391,Military and Security Units (East),Armed Organization,,,,LBY,Libya,620.0,Africa,,,,,,,,,,,Military and Security Units (East) None is an Armed Organization based in Libya.,
1392,ARM_1392,Military and Security Units (South),Armed Organization,,,,LBY,Libya,620.0,Africa,,,,,,,,,,,Military and Security Units (South) None is an Armed Organization based in Libya.,
1393,ARM_1393,Unspecified parties to the conflict,Armed Organization,,,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,,,,,,"Unspecified parties to the conflict None is an Armed Organization based in Congo, Democratic Republic of the.",
1394,ARM_1394,South Sudanese Opposition Groups,Armed Organization,,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,South Sudanese Opposition Groups None is an Armed Organization based in South Sudan.,
1395,POL_1395,South Sudanese Opposition Groups,Political Party,,,,SSD,South Sudan,626.0,Africa,,,,,,,,,,,South Sudanese Opposition Groups None is a Political Party based in South Sudan.,
1396,ARM_1396,FARC Dissidents,Armed Organization,,,,COL,Colombia,100.0,Americas,,,,,,,,,,,FARC Dissidents None is an Armed Organization based in Colombia.,General Staff of Blocks and Front | EMBF | EMC | Central Major State
1397,NGO_1397,American Chamber of Commerce,Civil Society,Non-governmental Organization,Other,AMCHAM,HTI,Haiti,41.0,Americas,,,,,,,,,,,American Chamber of Commerce is a non-governmental organisation to represent civil society.,
1398,NGO_1398,Association of Industries of Haiti,Civil Society,Non-governmental Organization,Other,ADIH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association of Industries of Haiti is a non-governmental organisation to represent civil society.,Association des Industries d'Haïti
1399,NGO_1399,West Chamber of Commerce and Industry,Civil Society,Non-governmental Organization,Other,CCIO,HTI,Haiti,41.0,Americas,,,,,,,,,,,West Chamber of Commerce and Industry is a non-governmental organisation to represent civil society.,Chambre de Commerce et d’Industrie de l’Ouest
1400,NGO_1400,the Haitian-Canadian Chamber of Commerce and Industry,Civil Society,Non-governmental Organization,Other,CCIHC,HTI,Haiti,41.0,Americas,,,,,,,,,,,the Haitian-Canadian Chamber of Commerce and Industry is a non-governmental organisation to represent civil society.,la Chambre de Commerce et d'Industrie Haïtiano-Canadienne
1401,NGO_1401,Indigenous People’s Representative,Civil Society,Communities and tribes,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Indigenous People’s Representative is a representative of communities/tribes in Haiti.,
1402,NGO_1402,STK Solution (Tet Kole),Civil Society,Non-governmental Organization,Other,STK,HTI,Haiti,41.0,Americas,,,,,,,,,,,STK Solution (Tet Kole) is a non-governmental organisation to represent civil society.,Tèt Kole | STK Solution
1403,NGO_1403,Political Consultation for a Historic Compromise,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Political Consultation for a Historic Compromise is a non-governmental organisation to represent civil society.,Concertation Politique Pour un Compromis Historique
1404,NGO_1404,CauCus,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,CauCus is a non-governmental organisation to represent civil society.,
1405,POL_1405,Parti Fédéraliste,Political Party,,,PF,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parti Fédéraliste None is a Political Party based in Haiti.,Federalist Party | Parti Federaliste
1406,NGO_1406,GROSAM,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,GROSAM is a non-governmental organisation to represent civil society.,Commission GROSAM
1407,NGO_1407,Nouvelle Alternative pour la reconciliation de l’arrondissement de Belle-Anse et de Fonds-Verrettes,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Nouvelle Alternative pour la reconciliation de l’arrondissement de Belle-Anse et de Fonds-Verrettes is a non-governmental organisation to represent civil society.,New Alternative for the reconciliation of the Belle-Anse and Fonds-Verrettes districts
1408,NGO_1408,Civil Society Representative,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Civil Society Representative is a non-governmental organisation to represent civil society.,
1409,POL_1409,Fusion of Haitian Social Democrats,Political Party,,,PFSDH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Fusion of Haitian Social Democrats None is a Political Party based in Haiti.,Parti Fusion des Sociaux-Démocrates Haïtiens
1410,POL_1410,Party for Haitian Economic Advancement,Political Party,,,PAEH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Party for Haitian Economic Advancement None is a Political Party based in Haiti.,Parti pour l'Avancement Économique Haïtien
1411,NGO_1411,Operasyon Chavire Chodyè Pou Yon Nouvèl Ayiti,Civil Society,Non-governmental Organization,Other,OCCNA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Operasyon Chavire Chodyè Pou Yon Nouvèl Ayiti is a non-governmental organisation to represent civil society.,
1412,NGO_1412,AYITI 2054,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,AYITI 2054 is a non-governmental organisation to represent civil society.,
1413,NGO_1413,Eskwad Demokratik,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Eskwad Demokratik is a non-governmental organisation to represent civil society.,
1414,NGO_1414,CJPRECIPRO,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,CJPRECIPRO is a non-governmental organisation to represent civil society.,
1415,NGO_1415,AVHE,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,AVHE is a non-governmental organisation to represent civil society.,
1416,NGO_1416,RASOH,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,RASOH is a non-governmental organisation to represent civil society.,
1417,POL_1417,Parti Konstwilavi,Political Party,,,PKL,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parti Konstwilavi None is a Political Party based in Haiti.,
1418,NGO_1418,Coppos Haiti & allies,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Coppos Haiti & allies is a non-governmental organisation to represent civil society.,
1419,NGO_1419,CFPNH,Civil Society,Non-governmental Organization,Other,CFPNH,HTI,Haiti,41.0,Americas,,,,,,,,,,,CFPNH is a non-governmental organisation to represent civil society.,
1420,NGO_1420,Solidarite Citoyenne,Civil Society,Non-governmental Organization,Other,SC,HTI,Haiti,41.0,Americas,,,,,,,,,,,Solidarite Citoyenne is a non-governmental organisation to represent civil society.,
1421,NGO_1421,Association intregrale pour la defense des droits des Haitiens,Civil Society,Non-governmental Organization,Other,PPAIDDH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association intregrale pour la defense des droits des Haitiens is a non-governmental organisation to represent civil society.,Integral Association for the defense of Haitian rights
1422,NGO_1422,Alliance pour une Transition Constitutionelle,Civil Society,Non-governmental Organization,Other,ATC,HTI,Haiti,41.0,Americas,,,,,,,,,,,Alliance pour une Transition Constitutionelle is a non-governmental organisation to represent civil society.,Alliance for a Constitutional Transition
1423,NGO_1423,Alliance pour l’avancement et la liberation d’Haiti,Civil Society,Non-governmental Organization,Other,ALAH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Alliance pour l’avancement et la liberation d’Haiti is a non-governmental organisation to represent civil society.,Alliance for the Advancement and Liberation of Haiti
1424,NGO_1424,Pati Louvri Baryè,Civil Society,Non-governmental Organization,Other,PLB,HTI,Haiti,41.0,Americas,,,,,,,,,,,Pati Louvri Baryè is a non-governmental organisation to represent civil society.,
1425,NGO_1425,Regroupman Etidyan Revolisyonè,Civil Society,Non-governmental Organization,Other,RETIRE,HTI,Haiti,41.0,Americas,,,,,,,,,,,Regroupman Etidyan Revolisyonè is a non-governmental organisation to represent civil society.,REGwoupman Etidyan Revolisyonè | Revolutionary Student Group
1426,NGO_1426,Mouvman Vodouyizan Ayisyen,Civil Society,Non-governmental Organization,Other,MVA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Mouvman Vodouyizan Ayisyen is a non-governmental organisation to represent civil society.,
1427,NGO_1427,Association des Jeunes pour le développement de Rivière-Sable,Civil Society,Non-governmental Organization,Youth,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association des Jeunes pour le développement de Rivière-Sable is a civil society representative for youth in Haiti.,Youth Association for the Development of Rivière-Sable
1428,NGO_1428,Association Universitaire pour la rénovation d'Haïti,Civil Society,Non-governmental Organization,Other,AURHA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association Universitaire pour la rénovation d'Haïti is a non-governmental organisation to represent civil society.,
1429,NGO_1429,Organisation des Jeunes Actives de la Plaine-du-Nord,Civil Society,Non-governmental Organization,Other,OJAP,HTI,Haiti,41.0,Americas,,,,,,,,,,,Organisation des Jeunes Actives de la Plaine-du-Nord is a non-governmental organisation to represent civil society.,
1430,NGO_1430,Les engagés pour le développement,Civil Society,Non-governmental Organization,Other,EDE,HTI,Haiti,41.0,Americas,,,,,,,,,,,Les engagés pour le développement is a non-governmental organisation to represent civil society.,
1431,POL_1431,Parti Debou Ayiti,Political Party,,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parti Debou Ayiti None is a Political Party based in Haiti.,
1432,NGO_1432,Regwoupman Sitwayen pou Espwa,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Regwoupman Sitwayen pou Espwa is a non-governmental organisation to represent civil society.,Citizens for Hope Group
1433,NGO_1433,Konbit Pou Chanje Ayiti,Political Party,,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Konbit Pou Chanje Ayiti None is a Political Party based in Haiti.,
1434,NGO_1434,LDDCHC,Civil Society,Non-governmental Organization,Other,LDDCHC,HTI,Haiti,41.0,Americas,,,,,,,,,,,LDDCHC is a non-governmental organisation to represent civil society.,
1435,POL_1435,Pati Planspa,Political Party,,,PLANSPA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Pati Planspa None is a Political Party based in Haiti.,
1436,NGO_1436,AMAND,Civil Society,Non-governmental Organization,Other,AMAND,HTI,Haiti,41.0,Americas,,,,,,,,,,,AMAND is a non-governmental organisation to represent civil society.,
1437,POL_1437,Plateforme Vérité,Political Party,,,VÉRITÉ,HTI,Haiti,41.0,Americas,,,,,,,,,,,Plateforme Vérité None is a Political Party based in Haiti.,Truth Platform
1438,NGO_1438,Voix de la majorité silencieuse,Civil Society,Non-governmental Organization,Other,VMS,HTI,Haiti,41.0,Americas,,,,,,,,,,,Voix de la majorité silencieuse is a non-governmental organisation to represent civil society.,Voice of the Silent Majority
1439,NGO_1439,Élan démocratique pour la majorité,Civil Society,Non-governmental Organization,Other,EDEM,HTI,Haiti,41.0,Americas,,,,,,,,,,,Élan démocratique pour la majorité is a non-governmental organisation to represent civil society.,Democratic momentum for the majority
1440,POL_1440,Parti des travailleurs(ses) révolutionaires pour l’intégration des masses,Political Party,,,PATRIM,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parti des travailleurs(ses) révolutionaires pour l’intégration des masses None is a Political Party based in Haiti.,Revolutionary Workers' Party for the Integration of the Masses
